,Unnamed: 0,datetime,sensor_val,Air_Temp,Solar_radiation,humidity,Precipitation Intensity mm/h,Total Precipitation Millimeters,TAN,Nitrite,Nitrate,Water_temp,pH,takeout_kg,biomass_kg,ideal_biomass_kg,biomass_kg_1day,biomass_kg_3day,biomass_kg_day
2748,2748,2021-12-10 05:18:05,26708,19.2,0,93,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.4,53.8,0.0,0.0,0
2749,2749,2021-12-10 05:33:08,28683,19.1,0,93,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.41,53.82,0.0,0.0,0
2750,2750,2021-12-10 05:48:11,26532,19.1,0,94,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.44,53.84,0.0,0.0,0
2751,2751,2021-12-10 06:03:14,24447,19.0,0,93,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.46,53.86,0.0,0.0,0
2752,2752,2021-12-10 06:18:17,24141,19.0,0,93,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.49,53.89,0.0,0.0,0
2753,2753,2021-12-10 06:33:20,27144,18.8,0,93,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.49,53.89,0.0,0.0,0
2754,2754,2021-12-10 06:48:23,29192,18.7,0,93,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.52,53.92,0.0,0.0,0
2755,2755,2021-12-10 07:03:26,28044,18.6,1,92,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.55,53.95,0.0,0.0,0
2756,2756,2021-12-10 07:18:29,24402,19.1,2,94,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.58,53.99,0.0,0.0,0
2757,2757,2021-12-10 07:33:32,29829,19.7,0,95,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.62,54.02,0.0,0.0,0
2758,2758,2021-12-10 07:48:35,27888,19.7,0,95,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.65,54.05,0.0,0.0,0
2759,2759,2021-12-10 08:03:38,27359,19.8,0,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.66,54.06,0.0,0.0,0
2760,2760,2021-12-10 08:18:41,29087,19.9,0,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.67,54.07,0.0,0.0,0
2761,2761,2021-12-10 08:33:44,31691,19.8,0,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.68,54.08,0.0,0.0,0
2762,2762,2021-12-10 08:48:47,27840,19.3,0,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.68,54.08,0.0,0.0,0
2763,2763,2021-12-10 09:03:50,26316,19.2,0,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.69,54.09,0.0,0.0,0
2764,2764,2021-12-10 09:18:53,26108,19.4,0,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.72,54.12,0.0,0.0,0
2765,2765,2021-12-10 09:33:56,31250,19.3,0,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.74,54.14,0.0,0.0,0
2766,2766,2021-12-10 09:48:59,25988,19.3,0,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.76,54.16,0.0,0.0,0
2767,2767,2021-12-10 10:04:02,24112,19.3,0,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.79,54.19,53.79,0.0,0
2768,2768,2021-12-10 10:19:05,31019,19.0,1,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.8,54.2,0.0,0.0,0
2769,2769,2021-12-10 10:34:08,26800,19.0,0,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.84,54.24,0.0,0.0,0
2770,2770,2021-12-10 10:49:11,30481,19.1,0,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.86,54.26,0.0,0.0,0
2771,2771,2021-12-10 11:04:14,28401,19.2,0,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.86,54.26,0.0,0.0,0
2772,2772,2021-12-10 11:19:17,26545,19.3,3,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.88,54.28,0.0,0.0,0
2773,2773,2021-12-10 11:34:20,30736,19.4,12,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.92,54.32,0.0,0.0,0
2774,2774,2021-12-10 11:49:23,24739,19.5,34,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,53.96,54.36,0.0,0.0,0
2775,2775,2021-12-10 12:04:26,25258,19.7,81,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.0,54.4,0.0,0.0,0
2776,2776,2021-12-10 12:19:29,30039,20.2,114,97,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.04,54.44,0.0,0.0,0
2777,2777,2021-12-10 12:34:32,26610,20.9,154,96,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.09,54.49,0.0,0.0,0
2778,2778,2021-12-10 12:49:35,25177,21.7,202,96,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.14,54.54,0.0,0.0,0
2779,2779,2021-12-10 13:04:38,22908,22.5,247,96,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.19,54.59,0.0,0.0,0
2780,2780,2021-12-10 13:19:41,28953,23.2,292,96,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.25,54.65,0.0,0.0,0
2781,2781,2021-12-10 13:34:44,30126,23.8,337,96,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.31,54.71,0.0,0.0,0
2782,2782,2021-12-10 13:49:47,26195,24.3,377,95,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.37,54.77,0.0,0.0,0
2783,2783,2021-12-10 14:04:50,28282,24.7,416,95,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.44,54.84,0.0,0.0,0
2784,2784,2021-12-10 14:19:53,26048,24.8,451,92,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.5,54.9,0.0,0.0,0
2785,2785,2021-12-10 14:34:56,24173,25.6,485,85,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.57,54.97,0.0,0.0,0
2786,2786,2021-12-10 14:49:59,27027,25.9,516,84,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.64,55.04,0.0,0.0,0
2787,2787,2021-12-10 15:05:02,28871,26.3,553,82,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.71,55.11,0.0,0.0,0
2788,2788,2021-12-10 15:30:07,26463,26.1,585,80,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.78,55.18,0.0,0.0,0
2789,2789,2021-12-10 15:45:10,24599,26.1,603,81,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.85,55.25,0.0,0.0,0
2790,2790,2021-12-10 16:00:14,32868,26.1,617,80,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.92,55.32,0.0,0.0,0
2791,2791,2021-12-10 16:15:17,30302,26.4,625,79,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,54.99,55.39,0.0,0.0,0
2792,2792,2021-12-10 16:30:20,29088,26.3,629,78,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,55.06,55.46,0.0,0.0,0
2793,2793,2021-12-10 16:45:23,29020,26.3,633,78,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,55.13,55.53,0.0,0.0,0
2794,2794,2021-12-10 17:00:26,29060,26.4,629,77,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,55.2,55.6,0.0,0.0,0
2795,2795,2021-12-10 17:15:29,25599,26.7,617,77,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,55.27,55.67,0.0,0.0,0
2796,2796,2021-12-10 17:30:32,27187,26.8,609,77,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,55.34,55.74,0.0,0.0,0
2797,2797,2021-12-10 17:45:35,27664,26.9,588,76,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,55.41,55.81,0.0,0.0,0
2798,2798,2021-12-10 18:00:38,28570,26.8,571,76,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,55.48,55.88,0.0,0.0,0
2799,2799,2021-12-10 18:15:41,30671,26.7,539,79,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,55.55,55.95,0.0,0.0,0
2800,2800,2021-12-10 18:30:44,26543,26.7,511,77,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,55.62,56.02,0.0,0.0,0
2801,2801,2021-12-10 18:45:47,24205,26.7,477,76,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,55.69,56.09,0.0,0.0,0
2802,2802,2021-12-10 19:00:50,28344,26.8,440,77,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,55.75,56.15,0.0,0.0,0
2803,2803,2021-12-10 19:15:53,32898,26.6,402,76,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,55.82,56.22,0.0,0.0,0
2804,2804,2021-12-10 19:30:56,28777,26.5,362,77,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,55.88,56.28,0.0,0.0,0
2805,2805,2021-12-10 19:45:59,24940,26.4,319,77,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,55.94,56.34,0.0,0.0,0
2806,2806,2021-12-10 20:01:02,28313,26.6,275,78,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,56.0,56.4,0.0,0.0,0
2807,2807,2021-12-10 20:16:05,28446,26.7,223,78,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,56.05,56.45,0.0,0.0,0
2808,2808,2021-12-10 20:31:08,30954,26.4,183,80,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,56.11,56.51,0.0,0.0,0
2809,2809,2021-12-10 20:46:11,28628,26.2,137,80,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,56.15,56.56,0.0,0.0,0
2810,2810,2021-12-10 21:01:14,29841,26.0,96,82,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,56.2,56.6,0.0,0.0,0
2811,2811,2021-12-10 21:16:17,27338,25.9,56,81,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,56.24,56.65,0.0,0.0,0
2812,2812,2021-12-10 21:31:21,26020,25.3,27,82,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,56.28,56.69,0.0,0.0,0
2813,2813,2021-12-10 21:46:23,27901,24.5,7,85,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,56.32,56.72,0.0,0.0,0
2814,2814,2021-12-10 22:01:27,25382,23.9,1,87,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,56.36,56.76,0.0,0.0,0
2815,2815,2021-12-10 22:16:29,24751,23.7,0,88,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,56.38,56.78,0.0,0.0,0
2816,2816,2021-12-10 22:31:32,27835,23.5,0,89,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,56.39,56.79,0.0,0.0,0
2817,2817,2021-12-10 22:46:35,30109,23.3,0,88,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,56.39,56.79,0.0,0.0,0
2818,2818,2021-12-10 23:01:38,25567,23.4,0,87,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,56.42,56.82,0.0,0.0,0
2819,2819,2021-12-10 23:16:41,27683,23.4,0,87,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,56.42,56.82,0.0,0.0,0
2820,2820,2021-12-10 23:31:44,27212,23.1,0,88,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,56.44,56.84,0.0,0.0,0
2821,2821,2021-12-10 23:46:47,27399,22.4,0,88,0.0,0.0,0.0,0.113,8.6,23.5,8.13,0.0,56.44,56.84,0.0,0.0,0
2822,2822,2021-12-11 00:01:50,29296,21.6,0,89,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.45,56.85,0.0,0.0,0
2823,2823,2021-12-11 00:16:53,28717,21.9,2,90,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.45,56.85,0.0,0.0,0
2824,2824,2021-12-11 00:31:57,30308,22.3,1,90,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.49,56.89,0.0,0.0,0
2825,2825,2021-12-11 00:46:59,29064,21.9,1,90,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.52,56.92,0.0,0.0,0
2826,2826,2021-12-11 01:02:03,29217,21.4,0,89,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.55,56.96,0.0,0.0,0
2827,2827,2021-12-11 01:17:06,25619,20.8,0,90,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.57,56.97,0.0,0.0,0
2828,2828,2021-12-11 01:32:09,29979,20.5,0,90,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.57,56.98,0.0,0.0,0
2829,2829,2021-12-11 01:47:13,26862,20.3,0,90,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.59,56.99,0.0,0.0,0
2830,2830,2021-12-11 02:02:16,28384,20.0,0,91,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.61,57.02,0.0,0.0,0
2831,2831,2021-12-11 02:17:19,29832,19.9,0,91,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.63,57.03,0.0,0.0,0
2832,2832,2021-12-11 02:32:22,27456,19.8,1,91,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.65,57.06,0.0,0.0,0
2833,2833,2021-12-11 02:47:25,33024,19.5,0,91,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.69,57.09,0.0,0.0,0
2834,2834,2021-12-11 03:02:28,27312,19.5,1,92,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.71,57.11,0.0,0.0,0
2835,2835,2021-12-11 03:17:31,27925,19.4,0,91,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.75,57.15,0.0,0.0,0
2836,2836,2021-12-11 03:32:34,26078,19.3,1,92,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.75,57.15,0.0,0.0,0
2837,2837,2021-12-11 03:47:37,26192,19.4,1,92,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.79,57.19,0.0,0.0,0
2838,2838,2021-12-11 04:02:40,28597,19.4,0,92,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.82,57.22,0.0,0.0,0
2839,2839,2021-12-11 04:17:43,30985,19.3,0,92,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.84,57.24,0.0,0.0,0
2840,2840,2021-12-11 04:32:46,29337,19.1,0,92,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.86,57.26,0.0,0.0,0
2841,2841,2021-12-11 04:47:50,30242,19.0,0,92,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.87,57.28,0.0,0.0,0
2842,2842,2021-12-11 05:02:53,29693,19.0,1,92,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.9,57.3,0.0,0.0,0
2843,2843,2021-12-11 05:17:56,31669,19.0,1,92,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.93,57.33,0.0,0.0,0
2844,2844,2021-12-11 05:32:59,26465,19.0,0,92,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.97,57.37,0.0,0.0,0
2845,2845,2021-12-11 05:48:02,27835,18.9,0,92,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,56.99,57.39,0.0,0.0,0
2846,2846,2021-12-11 06:03:05,26514,19.0,1,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.02,57.42,0.0,0.0,0
2847,2847,2021-12-11 06:18:08,26002,19.0,0,92,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.05,57.45,0.0,0.0,0
2848,2848,2021-12-11 06:33:11,23462,18.9,0,92,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.07,57.47,0.0,0.0,0
2849,2849,2021-12-11 06:48:14,27874,18.8,0,92,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.09,57.49,0.0,0.0,0
2850,2850,2021-12-11 07:03:17,25510,18.7,1,92,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.11,57.51,0.0,0.0,0
2851,2851,2021-12-11 07:18:20,24393,18.6,0,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.15,57.55,0.0,0.0,0
2852,2852,2021-12-11 07:33:23,25393,18.5,0,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.17,57.57,0.0,0.0,0
2853,2853,2021-12-11 07:48:26,29115,18.6,0,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.19,57.59,0.0,0.0,0
2854,2854,2021-12-11 08:03:29,30789,18.6,1,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.2,57.6,0.0,0.0,0
2855,2855,2021-12-11 08:18:32,28105,18.4,0,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.23,57.64,0.0,0.0,0
2856,2856,2021-12-11 08:33:35,25568,18.3,1,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.26,57.66,0.0,0.0,0
2857,2857,2021-12-11 08:48:38,29834,18.1,0,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.29,57.69,0.0,0.0,0
2858,2858,2021-12-11 09:03:41,30704,18.0,1,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.32,57.72,0.0,0.0,0
2859,2859,2021-12-11 09:18:44,25333,17.9,0,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.35,57.75,0.0,0.0,0
2860,2860,2021-12-11 09:33:47,29343,17.8,0,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.37,57.77,0.0,0.0,0
2861,2861,2021-12-11 09:48:50,28958,17.6,0,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.4,57.8,0.0,0.0,0
2862,2862,2021-12-11 10:03:53,29839,17.7,1,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.42,57.82,57.42,0.0,0
2863,2863,2021-12-11 10:18:56,31008,17.7,1,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.46,57.86,0.0,0.0,0
2864,2864,2021-12-11 10:33:59,28433,17.6,1,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.49,57.89,0.0,0.0,0
2865,2865,2021-12-11 10:49:02,25503,17.5,1,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.52,57.92,0.0,0.0,0
2866,2866,2021-12-11 11:04:05,27833,17.5,1,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.56,57.96,0.0,0.0,0
2867,2867,2021-12-11 11:19:08,27525,17.5,3,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.59,57.99,0.0,0.0,0
2868,2868,2021-12-11 11:34:11,28895,17.6,12,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.62,58.02,0.0,0.0,0
2869,2869,2021-12-11 11:49:14,30795,17.8,26,93,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.66,58.06,0.0,0.0,0
2870,2870,2021-12-11 12:04:17,29950,18.4,89,94,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.69,58.09,0.0,0.0,0
2871,2871,2021-12-11 12:19:20,31276,19.5,170,94,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.73,58.13,0.0,0.0,0
2872,2872,2021-12-11 12:34:23,32971,20.6,189,92,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.78,58.18,0.0,0.0,0
2873,2873,2021-12-11 12:49:26,27343,21.8,196,91,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.83,58.23,0.0,0.0,0
2874,2874,2021-12-11 13:04:29,31235,23.5,226,88,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.88,58.27,0.0,0.0,0
2875,2875,2021-12-11 13:19:32,35233,24.6,284,86,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.93,58.32,0.0,0.0,0
2876,2876,2021-12-11 13:34:35,31184,25.2,339,83,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,57.98,58.38,0.0,0.0,0
2877,2877,2021-12-11 13:49:38,29175,25.6,377,82,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,58.03,58.43,0.0,0.0,0
2878,2878,2021-12-11 14:04:41,33947,26.2,438,81,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,58.09,58.49,0.0,0.0,0
2879,2879,2021-12-11 14:19:44,28112,26.5,434,80,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,58.15,58.55,0.0,0.0,0
2880,2880,2021-12-11 14:34:47,29610,26.9,491,78,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,58.21,58.61,0.0,0.0,0
2881,2881,2021-12-11 14:49:50,26103,27.2,511,78,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,58.27,58.67,0.0,0.0,0
2882,2882,2021-12-11 15:04:53,31926,27.4,545,77,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,58.33,58.73,0.0,0.0,0
2883,2883,2021-12-11 15:19:56,29083,27.6,564,76,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,58.39,58.79,0.0,0.0,0
2884,2884,2021-12-11 15:34:59,30686,27.3,484,77,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,58.46,58.85,0.0,0.0,0
2885,2885,2021-12-11 15:50:02,27643,27.6,587,76,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,58.52,58.91,0.0,0.0,0
2886,2886,2021-12-11 16:05:05,28279,27.8,670,76,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,58.58,58.98,0.0,0.0,0
2887,2887,2021-12-11 16:20:08,32325,27.4,408,76,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,58.64,59.04,0.0,0.0,0
2888,2888,2021-12-11 16:35:11,25728,27.1,380,78,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,58.7,59.1,0.0,0.0,0
2889,2889,2021-12-11 16:50:14,26130,27.6,532,78,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,58.75,59.15,0.0,0.0,0
2890,2890,2021-12-11 17:05:17,27875,28.0,645,75,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,58.81,59.21,0.0,0.0,0
2891,2891,2021-12-11 17:20:20,27190,28.3,628,73,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,58.88,59.28,0.0,0.0,0
2892,2892,2021-12-11 17:35:23,28300,28.2,597,73,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,58.94,59.34,0.0,0.0,0
2893,2893,2021-12-11 17:50:26,26931,28.4,589,74,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.0,59.4,0.0,0.0,0
2894,2894,2021-12-11 18:05:29,28924,28.2,568,73,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.06,59.46,0.0,0.0,0
2895,2895,2021-12-11 18:20:32,30502,27.8,395,74,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.12,59.52,0.0,0.0,0
2896,2896,2021-12-11 18:35:35,26380,27.2,381,75,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.18,59.58,0.0,0.0,0
2897,2897,2021-12-11 18:50:38,30457,26.9,236,77,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.23,59.63,0.0,0.0,0
2898,2898,2021-12-11 19:05:41,26222,26.2,94,79,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.28,59.68,0.0,0.0,0
2899,2899,2021-12-11 19:20:44,29503,26.0,223,80,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.32,59.71,0.0,0.0,0
2900,2900,2021-12-11 19:35:47,34047,26.7,257,79,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.36,59.76,0.0,0.0,0
2901,2901,2021-12-11 19:50:50,27583,26.5,158,80,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.41,59.81,0.0,0.0,0
2902,2902,2021-12-11 20:05:53,25010,26.6,259,80,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.45,59.85,0.0,0.0,0
2903,2903,2021-12-11 20:20:56,30229,26.8,218,79,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.5,59.9,0.0,0.0,0
2904,2904,2021-12-11 20:35:59,24594,26.4,87,80,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.55,59.95,0.0,0.0,0
2905,2905,2021-12-11 20:51:02,27545,25.8,53,82,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.58,59.98,0.0,0.0,0
2906,2906,2021-12-11 21:06:05,25896,25.4,34,83,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.62,60.02,0.0,0.0,0
2907,2907,2021-12-11 21:21:08,29822,25.4,26,83,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.65,60.05,0.0,0.0,0
2908,2908,2021-12-11 21:36:11,27858,25.4,19,83,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.69,60.08,0.0,0.0,0
2909,2909,2021-12-11 21:51:14,30868,25.3,8,83,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.72,60.12,0.0,0.0,0
2910,2910,2021-12-11 22:06:17,24162,25.0,0,85,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.75,60.15,0.0,0.0,0
2911,2911,2021-12-11 22:21:20,27138,24.6,0,85,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.76,60.16,0.0,0.0,0
2912,2912,2021-12-11 22:36:23,29739,24.4,1,86,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.78,60.17,0.0,0.0,0
2913,2913,2021-12-11 22:51:26,35138,24.2,1,86,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.81,60.21,0.0,0.0,0
2914,2914,2021-12-11 23:06:29,28540,24.2,0,86,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.84,60.24,0.0,0.0,0
2915,2915,2021-12-11 23:21:32,32515,24.1,1,86,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.86,60.26,0.0,0.0,0
2916,2916,2021-12-11 23:36:35,28884,23.8,1,87,0.0,0.0,0.0,0.113,8.6,21.7,8.13,0.0,59.89,60.29,0.0,0.0,0
2917,2917,2021-12-11 23:51:38,33934,23.6,1,88,0.0,0.0,0.0,0.113,8.6,21.4,8.13,0.0,59.92,60.32,0.0,0.0,0
2918,2918,2021-12-12 00:06:41,28291,23.4,1,88,0.0,0.0,0.0,0.113,8.6,20.6,8.13,0.0,59.95,60.35,0.0,0.0,0
2919,2919,2021-12-12 00:21:44,26631,23.2,1,89,0.0,0.0,0.0,0.113,8.6,20.6,8.13,0.0,59.98,60.38,0.0,0.0,0
2920,2920,2021-12-12 00:36:47,33675,22.9,0,89,0.0,0.0,0.0,0.113,8.6,20.6,8.13,0.0,60.01,60.41,0.0,0.0,0
